machine_name,node_id,timestamp,voltage_l1,voltage_l2,voltage_l3,current_l1,current_l2,current_l3,active_power_kw,kwh,kvarh,pf,temperature,vibration,co2_ppm
SARA Mill,TX-SARA,2026-03-12T06:33:14.187Z,398.8,399.0,401.8,18.10,17.61,19.80,22.20,611.067,61.107,0.89,45.9,1.52,421
Compressor Array,D-003,2026-03-12T06:33:14.187Z,396.4,398.7,404.7,16.44,17.29,15.15,19.54,504.237,50.424,0.88,52.4,1.70,407
JMS Industrial,TX-JMS,2026-03-12T06:38:14.187Z,401.0,400.1,401.9,16.89,19.67,15.41,20.84,581.691,58.169,0.88,54.9,0.63,417
EBOOT CNC,TX-EBOOT,2026-03-12T06:38:14.187Z,400.3,399.1,395.1,19.48,18.48,18.16,22.35,546.447,54.645,0.91,61.8,1.12,425
SARA Mill,TX-SARA,2026-03-12T06:38:14.187Z,395.8,403.1,397.0,15.05,15.55,19.19,19.84,612.720,61.272,0.94,47.7,0.52,481
Compressor Array,D-003,2026-03-12T06:38:14.187Z,398.0,395.2,397.3,17.93,16.61,19.35,21.39,506.020,50.602,0.92,65.9,0.51,445
JMS Industrial,TX-JMS,2026-03-12T06:43:14.187Z,401.1,397.0,404.8,16.15,16.46,18.47,20.49,583.399,58.340,0.85,67.6,1.28,472
EBOOT CNC,TX-EBOOT,2026-03-12T06:43:14.187Z,396.5,403.1,404.5,16.39,16.40,18.66,20.65,548.168,54.817,0.91,63.8,0.36,470
SARA Mill,TX-SARA,2026-03-12T06:43:14.187Z,404.1,396.0,404.1,19.12,15.15,16.50,20.39,614.420,61.442,0.86,43.9,1.12,408
Compressor Array,D-003,2026-03-12T06:43:14.187Z,403.3,396.6,404.0,19.57,17.03,19.03,22.33,507.881,50.788,0.94,43.7,0.75,437
JMS Industrial,TX-JMS,2026-03-12T06:48:14.187Z,403.9,395.2,400.1,19.81,18.58,17.78,22.46,585.270,58.527,0.91,58.8,1.24,457
EBOOT CNC,TX-EBOOT,2026-03-12T06:48:14.187Z,401.8,398.0,400.9,17.93,17.01,19.19,21.67,549.974,54.997,0.93,46.7,0.40,407
SARA Mill,TX-SARA,2026-03-12T06:48:14.187Z,403.3,400.2,399.5,16.38,17.92,18.25,21.07,616.176,61.618,0.88,60.9,0.52,480
Compressor Array,D-003,2026-03-12T06:48:14.187Z,401.7,401.7,396.6,18.00,16.63,17.89,21.01,509.631,50.963,0.89,57.8,1.45,470
JMS Industrial,TX-JMS,2026-03-12T06:53:14.187Z,399.1,399.3,401.9,19.31,15.13,16.50,20.38,586.968,58.697,0.93,41.2,0.81,435
EBOOT CNC,TX-EBOOT,2026-03-12T06:53:14.187Z,398.4,401.8,401.0,15.58,18.50,18.76,21.16,551.737,55.174,0.89,45.6,1.93,426
SARA Mill,TX-SARA,2026-03-12T06:53:14.187Z,400.3,395.3,395.7,17.17,16.38,19.21,20.95,617.921,61.792,0.90,44.5,1.52,491
Compressor Array,D-003,2026-03-12T06:53:14.187Z,400.7,401.2,398.5,19.35,17.33,15.81,21.01,511.382,51.138,0.90,52.3,2.17,485
JMS Industrial,TX-JMS,2026-03-12T06:58:14.187Z,396.0,395.2,395.2,19.70,19.00,18.94,22.79,588.868,58.887,0.90,69.1,0.22,495
EBOOT CNC,TX-EBOOT,2026-03-12T06:58:14.187Z,395.1,396.4,396.5,17.63,18.66,15.49,20.50,553.446,55.345,0.93,48.7,0.90,473
SARA Mill,TX-SARA,2026-03-12T06:58:14.187Z,398.9,401.3,399.2,16.56,15.42,16.24,19.28,619.528,61.953,0.86,57.7,0.69,427
Compressor Array,D-003,2026-03-12T06:58:14.187Z,403.8,397.1,399.5,18.49,19.38,17.66,22.21,513.233,51.323,0.95,61.5,1.95,449
JMS Industrial,TX-JMS,2026-03-12T07:03:14.187Z,396.6,404.2,404.9,19.77,17.81,17.13,21.97,590.699,59.070,0.93,45.2,2.16,491
EBOOT CNC,TX-EBOOT,2026-03-12T07:03:14.187Z,396.3,395.2,402.9,19.43,17.15,18.65,21.99,555.278,55.528,0.87,51.9,0.82,476
SARA Mill,TX-SARA,2026-03-12T07:03:14.187Z,399.2,400.2,404.3,18.92,18.21,16.65,21.57,621.325,62.133,0.86,46.2,1.09,492
Compressor Array,D-003,2026-03-12T07:03:14.187Z,403.6,395.4,404.7,17.94,18.34,16.76,21.28,515.006,51.501,0.95,56.7,1.93,434
JMS Industrial,TX-JMS,2026-03-12T07:08:14.187Z,399.8,403.6,404.8,17.58,17.98,17.41,21.33,592.476,59.248,0.93,66.5,0.88,418
EBOOT CNC,TX-EBOOT,2026-03-12T07:08:14.187Z,396.5,404.9,398.1,16.87,19.41,19.83,22.44,557.149,55.715,0.89,60.2,1.81,481
SARA Mill,TX-SARA,2026-03-12T07:08:14.187Z,396.8,398.8,396.1,17.08,16.36,17.64,20.29,623.016,62.302,0.88,67.0,0.52,441
Compressor Array,D-003,2026-03-12T07:08:14.187Z,401.8,404.0,402.8,19.33,18.59,16.83,22.05,516.844,51.684,0.94,65.6,0.93,425
JMS Industrial,TX-JMS,2026-03-12T07:13:14.187Z,399.6,396.4,396.0,17.55,18.47,17.11,21.11,594.236,59.424,0.93,69.4,2.09,472
EBOOT CNC,TX-EBOOT,2026-03-12T07:13:14.187Z,403.2,395.0,404.7,18.20,15.27,18.31,20.78,558.880,55.888,0.87,49.4,2.07,426
SARA Mill,TX-SARA,2026-03-12T07:13:14.187Z,398.2,398.8,403.3,18.66,16.82,16.84,20.93,624.760,62.476,0.88,62.5,1.78,493
Compressor Array,D-003,2026-03-12T07:13:14.187Z,403.2,397.9,399.1,15.48,16.09,18.01,19.83,518.496,51.850,0.94,69.6,1.37,432
JMS Industrial,TX-JMS,2026-03-12T07:18:14.187Z,395.8,403.1,395.3,19.58,15.98,16.49,20.71,595.962,59.596,0.87,47.8,1.44,478
EBOOT CNC,TX-EBOOT,2026-03-12T07:18:14.187Z,399.3,398.9,398.5,15.06,15.47,19.33,19.89,560.538,56.054,0.89,47.5,0.77,475
SARA Mill,TX-SARA,2026-03-12T07:18:14.187Z,398.0,398.0,398.1,16.28,16.79,15.02,19.14,626.355,62.636,0.88,53.7,0.68,449
Compressor Array,D-003,2026-03-12T07:18:14.187Z,397.9,399.6,400.1,19.11,17.98,16.22,21.28,520.270,52.027,0.88,66.1,1.77,440
JMS Industrial,TX-JMS,2026-03-12T07:23:14.187Z,400.0,403.0,397.0,19.84,18.07,19.17,22.83,597.864,59.786,0.93,42.4,1.69,422
EBOOT CNC,TX-EBOOT,2026-03-12T07:23:14.187Z,403.9,396.0,396.2,16.13,16.46,18.40,20.33,562.232,56.223,0.92,46.4,2.01,441
SARA Mill,TX-SARA,2026-03-12T07:23:14.187Z,400.9,400.0,400.3,19.93,15.39,17.96,21.33,628.133,62.813,0.86,45.4,1.14,468
Compressor Array,D-003,2026-03-12T07:23:14.187Z,398.8,398.9,398.1,15.15,18.66,19.92,21.41,522.054,52.205,0.92,43.1,1.67,441
JMS Industrial,TX-JMS,2026-03-12T07:28:14.187Z,398.5,397.4,401.7,17.29,15.30,18.46,20.39,599.563,59.956,0.93,66.6,1.62,466
EBOOT CNC,TX-EBOOT,2026-03-12T07:28:14.187Z,402.6,404.1,399.4,15.76,15.51,18.60,20.04,563.902,56.390,0.95,40.9,2.15,496
SARA Mill,TX-SARA,2026-03-12T07:28:14.187Z,401.7,396.9,404.6,18.39,19.92,18.44,22.76,630.029,63.003,0.90,68.3,1.18,415
Compressor Array,D-003,2026-03-12T07:28:14.187Z,395.3,400.1,398.7,19.42,19.28,18.58,22.79,523.954,52.395,0.92,43.4,2.11,463
JMS Industrial,TX-JMS,2026-03-12T07:33:14.187Z,397.5,398.2,400.3,18.98,18.39,18.91,22.43,601.432,60.143,0.95,68.2,1.50,476
EBOOT CNC,TX-EBOOT,2026-03-12T07:33:14.187Z,401.9,403.4,398.3,19.31,15.05,19.45,21.58,565.700,56.570,0.94,40.5,1.09,454
SARA Mill,TX-SARA,2026-03-12T07:33:14.187Z,398.1,404.4,395.3,18.91,19.05,15.38,21.31,631.805,63.181,0.90,67.4,2.04,485
Compressor Array,D-003,2026-03-12T07:33:14.187Z,402.8,402.3,404.5,15.23,17.47,19.49,21.04,525.707,52.571,0.86,59.5,0.33,466
JMS Industrial,TX-JMS,2026-03-12T07:38:14.187Z,402.0,397.3,399.1,15.66,16.64,17.92,20.06,603.104,60.310,0.93,45.7,0.77,430
EBOOT CNC,TX-EBOOT,2026-03-12T07:38:14.187Z,398.7,398.1,399.4,15.55,15.50,18.35,19.70,567.342,56.734,0.89,48.2,1.80,411
SARA Mill,TX-SARA,2026-03-12T07:38:14.187Z,395.5,396.6,403.7,15.47,18.65,19.01,21.19,633.572,63.357,0.89,60.8,0.99,470
Compressor Array,D-003,2026-03-12T07:38:14.187Z,403.0,400.0,403.5,16.50,17.34,19.03,21.26,527.479,52.748,0.90,41.3,1.27,406
JMS Industrial,TX-JMS,2026-03-12T07:43:14.187Z,404.3,396.9,404.7,16.13,16.88,17.80,20.43,604.806,60.481,0.94,64.8,1.43,438
EBOOT CNC,TX-EBOOT,2026-03-12T07:43:14.187Z,403.3,395.4,402.6,17.91,15.41,15.09,19.40,568.958,56.896,0.88,43.1,1.88,497
SARA Mill,TX-SARA,2026-03-12T07:43:14.187Z,395.3,397.4,396.2,19.56,19.69,15.98,21.89,635.395,63.540,0.95,63.1,0.54,404
Compressor Array,D-003,2026-03-12T07:43:14.187Z,404.8,395.1,398.5,18.62,17.17,17.59,21.33,529.257,52.926,0.94,48.8,1.14,422
JMS Industrial,TX-JMS,2026-03-12T07:48:14.187Z,398.1,401.1,404.8,15.90,17.90,19.82,21.53,606.600,60.660,0.86,46.1,1.42,478
EBOOT CNC,TX-EBOOT,2026-03-12T07:48:14.187Z,397.6,399.1,403.3,15.09,17.97,17.49,20.23,570.644,57.064,0.90,62.4,1.07,453
SARA Mill,TX-SARA,2026-03-12T07:48:14.187Z,398.6,400.3,397.2,15.48,15.99,18.15,19.78,637.044,63.704,0.88,69.3,2.06,468
Compressor Array,D-003,2026-03-12T07:48:14.187Z,399.5,404.3,402.3,17.56,19.20,16.37,21.36,531.037,53.104,0.87,55.9,0.40,420
JMS Industrial,TX-JMS,2026-03-12T07:53:14.187Z,397.4,395.9,396.8,17.96,15.55,17.47,20.22,608.286,60.829,0.86,52.2,1.39,486
EBOOT CNC,TX-EBOOT,2026-03-12T07:53:14.187Z,404.1,401.8,400.9,18.20,19.93,16.87,22.12,572.487,57.249,0.88,51.5,2.05,486
SARA Mill,TX-SARA,2026-03-12T07:53:14.187Z,403.9,399.2,396.1,17.28,17.88,18.95,21.63,638.846,63.885,0.91,67.5,1.55,454
Compressor Array,D-003,2026-03-12T07:53:14.187Z,396.2,397.6,401.4,16.94,17.06,18.91,21.08,532.794,53.279,0.89,55.0,0.88,450
JMS Industrial,TX-JMS,2026-03-12T07:58:14.187Z,396.7,400.2,402.1,19.53,19.05,15.84,21.74,610.097,61.010,0.85,42.8,0.91,407
EBOOT CNC,TX-EBOOT,2026-03-12T07:58:14.187Z,396.6,401.5,404.5,18.80,19.02,17.09,22.00,574.321,57.432,0.86,63.0,0.32,454
SARA Mill,TX-SARA,2026-03-12T07:58:14.187Z,403.0,399.4,404.0,17.32,15.29,15.13,19.20,640.446,64.045,0.95,58.5,1.68,436
Compressor Array,D-003,2026-03-12T07:58:14.187Z,397.0,395.2,404.0,19.47,16.49,15.67,20.58,534.509,53.451,0.90,64.6,1.66,442
JMS Industrial,TX-JMS,2026-03-12T08:03:14.187Z,400.1,403.9,400.1,17.11,17.66,17.33,20.91,611.840,61.184,0.93,46.8,2.11,441
EBOOT CNC,TX-EBOOT,2026-03-12T08:03:14.187Z,398.4,395.1,402.6,16.48,18.69,16.94,20.77,576.051,57.605,0.90,42.2,2.02,423
SARA Mill,TX-SARA,2026-03-12T08:03:14.187Z,402.4,404.4,401.9,16.18,16.23,19.87,21.06,642.201,64.220,0.93,40.0,1.08,489
Compressor Array,D-003,2026-03-12T08:03:14.187Z,402.9,402.0,397.7,18.28,16.93,19.55,21.95,536.338,53.634,0.93,68.4,1.32,421
JMS Industrial,TX-JMS,2026-03-12T08:08:14.187Z,403.7,403.1,403.5,16.41,18.76,15.61,20.49,613.547,61.355,0.91,53.6,1.76,472
EBOOT CNC,TX-EBOOT,2026-03-12T08:08:14.187Z,402.2,398.8,396.2,19.61,15.09,19.50,21.63,577.854,57.785,0.89,57.7,2.13,459
SARA Mill,TX-SARA,2026-03-12T08:08:14.187Z,398.2,400.6,396.1,15.36,18.62,15.78,19.83,643.853,64.385,0.89,51.0,1.45,433
Compressor Array,D-003,2026-03-12T08:08:14.187Z,402.8,398.8,397.4,15.02,19.96,16.27,20.48,538.044,53.804,0.94,49.7,1.67,474
JMS Industrial,TX-JMS,2026-03-12T08:13:14.187Z,402.4,399.5,404.0,17.08,17.37,18.25,21.19,615.312,61.531,0.87,55.9,1.73,421
EBOOT CNC,TX-EBOOT,2026-03-12T08:13:14.187Z,404.0,404.3,400.5,16.69,17.71,18.17,21.18,579.619,57.962,0.91,41.8,2.08,432
SARA Mill,TX-SARA,2026-03-12T08:13:14.187Z,397.9,402.9,396.4,16.16,18.64,15.06,19.91,645.513,64.551,0.86,61.7,1.53,497
Compressor Array,D-003,2026-03-12T08:13:14.187Z,401.6,403.3,397.5,18.57,17.49,17.38,21.42,539.829,53.983,0.85,69.2,0.89,418
JMS Industrial,TX-JMS,2026-03-12T08:18:14.187Z,398.2,399.1,399.4,16.82,18.24,18.13,21.22,617.081,61.708,0.92,69.7,1.76,452
EBOOT CNC,TX-EBOOT,2026-03-12T08:18:14.187Z,403.7,401.6,403.9,18.02,15.73,18.71,21.15,581.381,58.138,0.90,40.2,1.62,457
SARA Mill,TX-SARA,2026-03-12T08:18:14.187Z,397.4,402.7,401.1,18.12,16.41,16.92,20.60,647.229,64.723,0.93,68.5,0.99,459
Compressor Array,D-003,2026-03-12T08:18:14.187Z,398.7,402.8,404.6,15.01,18.47,17.42,20.47,541.535,54.153,0.94,41.5,1.14,448
JMS Industrial,TX-JMS,2026-03-12T08:23:14.187Z,402.8,401.6,397.2,17.90,17.27,16.53,20.71,618.807,61.881,0.87,54.8,0.69,415
EBOOT CNC,TX-EBOOT,2026-03-12T08:23:14.187Z,396.7,397.5,395.4,19.69,17.18,18.36,21.90,583.207,58.321,0.91,67.6,1.78,420
SARA Mill,TX-SARA,2026-03-12T08:23:14.187Z,400.5,400.2,395.5,18.85,16.65,15.04,20.16,648.910,64.891,0.94,57.3,1.22,460
Compressor Array,D-003,2026-03-12T08:23:14.187Z,395.7,395.0,404.7,19.06,15.22,17.90,20.80,543.268,54.327,0.92,47.2,0.72,410
JMS Industrial,TX-JMS,2026-03-12T08:28:14.187Z,395.4,398.4,402.4,18.38,15.69,18.34,20.90,620.548,62.055,0.86,56.8,1.52,453
EBOOT CNC,TX-EBOOT,2026-03-12T08:28:14.187Z,397.6,402.9,403.4,17.57,17.47,16.16,20.55,584.919,58.492,0.86,42.5,1.62,492
SARA Mill,TX-SARA,2026-03-12T08:28:14.187Z,398.2,402.1,395.4,19.37,18.73,18.38,22.51,650.786,65.079,0.93,64.6,1.00,495
Compressor Array,D-003,2026-03-12T08:28:14.187Z,404.5,404.7,400.5,19.96,16.84,16.12,21.34,545.047,54.505,0.93,43.2,0.31,436
JMS Industrial,TX-JMS,2026-03-12T08:33:14.187Z,402.4,404.0,398.0,17.10,17.74,16.09,20.45,622.253,62.225,0.95,43.6,1.34,404
EBOOT CNC,TX-EBOOT,2026-03-12T08:33:14.187Z,398.5,401.5,404.2,18.25,19.26,15.94,21.45,586.706,58.671,0.93,41.8,0.89,481
SARA Mill,TX-SARA,2026-03-12T08:33:14.187Z,396.9,402.8,397.5,18.44,16.81,16.10,20.49,652.493,65.249,0.89,52.4,0.79,402
Compressor Array,D-003,2026-03-12T08:33:14.187Z,399.9,396.9,402.0,15.48,19.33,18.98,21.49,546.838,54.684,0.95,59.1,1.00,476
JMS Industrial,TX-JMS,2026-03-12T08:38:14.187Z,396.7,403.1,397.7,17.79,16.63,15.91,20.09,623.927,62.393,0.94,66.6,1.98,439
EBOOT CNC,TX-EBOOT,2026-03-12T08:38:14.187Z,395.4,397.7,397.9,16.05,15.51,15.60,18.72,588.266,58.827,0.94,59.0,1.93,410
SARA Mill,TX-SARA,2026-03-12T08:38:14.187Z,400.5,401.2,396.2,15.48,16.04,19.72,20.45,654.197,65.420,0.90,65.4,1.65,488
Compressor Array,D-003,2026-03-12T08:38:14.187Z,396.8,400.8,404.6,19.68,16.02,16.63,20.96,548.584,54.858,0.91,48.4,0.50,476
JMS Industrial,TX-JMS,2026-03-12T08:43:14.187Z,395.7,399.8,400.9,18.40,17.72,16.57,21.01,625.677,62.568,0.87,64.1,0.41,428
EBOOT CNC,TX-EBOOT,2026-03-12T08:43:14.187Z,401.0,397.2,398.2,18.29,19.76,15.35,21.30,590.041,59.004,0.92,58.1,1.59,407
SARA Mill,TX-SARA,2026-03-12T08:43:14.187Z,403.3,404.8,397.4,19.92,16.42,19.32,22.36,656.060,65.606,0.92,58.0,1.19,484
Compressor Array,D-003,2026-03-12T08:43:14.187Z,403.0,398.6,400.8,19.41,15.08,15.78,20.16,550.264,55.026,0.94,61.2,2.17,487
JMS Industrial,TX-JMS,2026-03-12T08:48:14.187Z,399.8,403.9,404.7,19.13,16.15,16.64,20.91,627.420,62.742,0.86,65.9,1.31,437
EBOOT CNC,TX-EBOOT,2026-03-12T08:48:14.187Z,396.9,401.0,397.9,17.13,15.43,17.91,20.11,591.717,59.172,0.87,40.6,2.20,418
SARA Mill,TX-SARA,2026-03-12T08:48:14.187Z,402.1,400.5,398.3,17.41,19.86,15.59,21.17,657.824,65.782,0.94,62.3,0.85,442
Compressor Array,D-003,2026-03-12T08:48:14.187Z,403.8,401.7,399.2,17.33,19.35,15.37,20.91,552.006,55.201,0.87,50.9,2.01,478
JMS Industrial,TX-JMS,2026-03-12T08:53:14.187Z,399.4,398.4,405.0,18.62,17.56,16.15,20.97,629.167,62.917,0.94,59.1,1.73,407
EBOOT CNC,TX-EBOOT,2026-03-12T08:53:14.187Z,399.2,402.2,396.6,15.12,16.56,15.08,18.68,593.274,59.327,0.93,67.4,1.41,461
SARA Mill,TX-SARA,2026-03-12T08:53:14.187Z,403.1,397.5,403.5,18.97,19.90,17.39,22.58,659.706,65.971,0.93,53.0,0.23,434
Compressor Array,D-003,2026-03-12T08:53:14.187Z,397.8,396.2,401.6,18.63,18.19,17.75,21.74,553.818,55.382,0.89,50.1,1.92,471
JMS Industrial,TX-JMS,2026-03-12T08:58:14.187Z,395.8,404.9,401.5,15.29,16.94,17.19,19.82,630.818,63.082,0.87,55.8,0.54,489
EBOOT CNC,TX-EBOOT,2026-03-12T08:58:14.187Z,403.3,400.0,397.1,18.61,17.59,17.62,21.54,595.069,59.507,0.91,69.8,2.02,482
SARA Mill,TX-SARA,2026-03-12T08:58:14.187Z,400.7,401.0,399.1,16.16,17.02,19.50,21.08,661.462,66.146,0.85,49.3,0.36,417
Compressor Array,D-003,2026-03-12T08:58:14.187Z,404.3,398.5,401.1,17.09,19.02,17.57,21.54,555.613,55.561,0.92,55.6,1.11,459
JMS Industrial,TX-JMS,2026-03-12T09:03:14.187Z,398.1,397.6,397.2,15.64,19.26,18.28,21.15,632.581,63.258,0.91,41.8,1.18,435
EBOOT CNC,TX-EBOOT,2026-03-12T09:03:14.187Z,404.2,395.4,401.6,15.44,19.61,16.33,20.55,596.782,59.678,0.87,44.8,1.96,444
SARA Mill,TX-SARA,2026-03-12T09:03:14.187Z,403.3,401.2,397.3,19.14,16.38,18.93,21.81,663.280,66.328,0.91,50.2,1.86,496
Compressor Array,D-003,2026-03-12T09:03:14.187Z,403.4,396.7,395.3,17.17,18.43,16.85,20.90,557.354,55.735,0.94,40.4,1.87,470
JMS Industrial,TX-JMS,2026-03-12T09:08:14.187Z,398.5,405.0,397.8,15.91,18.23,16.04,20.10,634.256,63.426,0.87,44.3,0.30,466
EBOOT CNC,TX-EBOOT,2026-03-12T09:08:14.187Z,399.1,398.4,401.4,15.73,19.59,19.00,21.71,598.591,59.859,0.85,45.8,1.64,438
SARA Mill,TX-SARA,2026-03-12T09:08:14.187Z,400.7,401.5,397.6,19.39,19.04,16.33,21.90,665.105,66.511,0.93,44.8,1.81,456
Compressor Array,D-003,2026-03-12T09:08:14.187Z,395.9,400.3,398.4,18.42,19.67,16.92,21.91,559.180,55.918,0.93,62.2,1.76,401
JMS Industrial,TX-JMS,2026-03-12T09:13:14.187Z,399.8,403.1,403.0,15.83,15.78,17.92,19.91,635.915,63.592,0.90,45.2,0.78,484
EBOOT CNC,TX-EBOOT,2026-03-12T09:13:14.187Z,395.8,398.2,403.1,16.37,18.79,16.96,20.80,600.324,60.032,0.86,40.6,2.04,486
SARA Mill,TX-SARA,2026-03-12T09:13:14.187Z,402.2,395.3,404.8,19.24,15.06,17.27,20.68,666.829,66.683,0.93,62.6,1.48,424
Compressor Array,D-003,2026-03-12T09:13:14.187Z,401.0,398.4,395.4,16.15,18.16,17.43,20.60,560.897,56.090,0.88,49.6,0.94,484
JMS Industrial,TX-JMS,2026-03-12T09:18:14.187Z,395.9,401.9,399.0,16.76,18.12,15.50,20.10,637.590,63.759,0.91,66.3,1.64,463
EBOOT CNC,TX-EBOOT,2026-03-12T09:18:14.187Z,403.5,399.5,404.0,15.09,17.47,16.61,19.78,601.972,60.197,0.93,61.0,0.90,402
SARA Mill,TX-SARA,2026-03-12T09:18:14.187Z,395.6,395.7,399.4,18.88,16.91,16.52,20.76,668.559,66.856,0.95,62.6,0.24,477
Compressor Array,D-003,2026-03-12T09:18:14.187Z,400.3,396.1,397.8,18.66,16.01,15.32,19.91,562.556,56.256,0.91,60.1,1.47,413
JMS Industrial,TX-JMS,2026-03-12T09:23:14.187Z,403.4,403.0,402.6,19.83,19.57,19.64,23.79,639.573,63.957,0.92,62.9,2.10,474
EBOOT CNC,TX-EBOOT,2026-03-12T09:23:14.187Z,403.8,403.8,395.5,19.50,16.01,16.14,20.72,603.699,60.370,0.88,63.9,1.47,437
SARA Mill,TX-SARA,2026-03-12T09:23:14.187Z,403.3,396.0,403.5,16.55,17.76,15.83,20.10,670.233,67.023,0.87,63.6,1.92,414
Compressor Array,D-003,2026-03-12T09:23:14.187Z,395.6,399.6,401.6,17.54,18.24,15.69,20.53,564.266,56.427,0.93,67.9,1.83,450
JMS Industrial,TX-JMS,2026-03-12T09:28:14.187Z,395.1,404.8,396.3,17.00,17.00,18.29,20.85,641.311,64.131,0.90,62.8,1.42,494
EBOOT CNC,TX-EBOOT,2026-03-12T09:28:14.187Z,397.3,403.8,397.1,19.26,19.08,18.83,22.83,605.601,60.560,0.95,64.2,1.81,423
SARA Mill,TX-SARA,2026-03-12T09:28:14.187Z,398.7,396.0,402.7,15.96,18.54,15.26,19.85,671.888,67.189,0.87,69.2,0.45,464
Compressor Array,D-003,2026-03-12T09:28:14.187Z,399.0,404.4,400.0,17.25,18.42,15.20,20.41,565.967,56.597,0.91,53.5,0.98,459
JMS Industrial,TX-JMS,2026-03-12T09:33:14.187Z,400.5,400.3,404.2,17.42,17.62,17.28,21.01,643.062,64.306,0.88,61.5,2.02,446
EBOOT CNC,TX-EBOOT,2026-03-12T09:33:14.187Z,398.2,400.2,398.3,16.62,16.62,17.06,20.07,607.274,60.727,0.85,65.3,2.03,460
SARA Mill,TX-SARA,2026-03-12T09:33:14.187Z,396.4,401.7,396.9,15.73,16.23,17.65,19.76,673.534,67.353,0.90,55.9,2.04,440
Compressor Array,D-003,2026-03-12T09:33:14.187Z,397.3,398.1,397.6,16.54,19.52,19.39,22.05,567.805,56.780,0.95,42.8,1.18,459
JMS Industrial,TX-JMS,2026-03-12T09:38:14.187Z,401.0,403.4,397.8,16.09,16.26,17.61,20.02,644.730,64.473,0.91,57.2,0.54,450
EBOOT CNC,TX-EBOOT,2026-03-12T09:38:14.187Z,395.5,402.3,402.9,18.10,18.52,15.95,21.03,609.026,60.903,0.89,43.9,2.14,481
SARA Mill,TX-SARA,2026-03-12T09:38:14.187Z,399.2,396.9,396.8,15.07,18.96,19.47,21.27,675.307,67.531,0.91,43.0,1.45,437
Compressor Array,D-003,2026-03-12T09:38:14.187Z,403.1,395.7,397.6,19.52,18.39,15.34,21.24,569.575,56.958,0.87,63.8,1.78,482
JMS Industrial,TX-JMS,2026-03-12T09:43:14.187Z,395.8,401.0,400.7,18.18,15.45,16.21,19.89,646.387,64.639,0.93,54.8,1.59,466
EBOOT CNC,TX-EBOOT,2026-03-12T09:43:14.187Z,404.9,404.0,402.2,17.94,16.20,15.97,20.23,610.713,61.071,0.90,58.2,0.89,445
SARA Mill,TX-SARA,2026-03-12T09:43:14.187Z,402.9,402.9,395.1,18.74,16.41,19.26,21.77,677.121,67.712,0.92,47.0,0.64,406
Compressor Array,D-003,2026-03-12T09:43:14.187Z,400.4,402.6,400.1,17.58,19.12,16.41,21.31,571.351,57.135,0.88,57.7,1.94,478
JMS Industrial,TX-JMS,2026-03-12T09:48:14.187Z,398.0,398.0,400.2,19.57,18.93,18.41,22.69,648.278,64.828,0.88,65.3,0.99,460
EBOOT CNC,TX-EBOOT,2026-03-12T09:48:14.187Z,400.8,399.3,399.3,15.65,16.14,17.88,19.86,612.367,61.237,0.88,60.1,1.54,461
SARA Mill,TX-SARA,2026-03-12T09:48:14.187Z,403.1,400.1,397.1,19.36,18.37,15.99,21.50,678.913,67.891,0.93,40.7,1.66,449
Compressor Array,D-003,2026-03-12T09:48:14.187Z,404.1,402.9,395.9,16.05,17.39,18.52,20.83,573.086,57.309,0.86,69.4,1.05,425
JMS Industrial,TX-JMS,2026-03-12T09:53:14.187Z,398.4,403.2,404.8,15.91,15.85,19.47,20.61,649.996,65.000,0.88,66.9,1.90,493
EBOOT CNC,TX-EBOOT,2026-03-12T09:53:14.187Z,399.8,398.6,402.2,16.79,17.30,16.04,20.06,614.039,61.404,0.93,62.8,2.09,425
SARA Mill,TX-SARA,2026-03-12T09:53:14.187Z,399.4,400.3,400.6,19.16,19.75,16.11,22.01,680.747,68.075,0.89,48.2,1.32,461
Compressor Array,D-003,2026-03-12T09:53:14.187Z,401.8,399.0,398.6,15.01,15.86,15.98,18.73,574.647,57.465,0.90,49.3,1.60,405
JMS Industrial,TX-JMS,2026-03-12T09:58:14.187Z,400.1,404.7,403.2,18.69,18.74,15.32,21.24,651.766,65.177,0.88,64.2,0.58,440
EBOOT CNC,TX-EBOOT,2026-03-12T09:58:14.187Z,401.8,399.2,404.9,16.45,15.83,18.62,20.47,615.744,61.574,0.93,47.7,1.27,490
SARA Mill,TX-SARA,2026-03-12T09:58:14.187Z,404.0,404.6,400.6,19.45,15.56,18.50,21.57,682.544,68.254,0.94,48.0,0.21,430
Compressor Array,D-003,2026-03-12T09:58:14.187Z,398.0,400.5,396.0,16.54,18.03,19.90,21.68,576.454,57.645,0.87,42.3,1.39,406
JMS Industrial,TX-JMS,2026-03-12T10:03:14.187Z,400.8,401.7,403.6,18.19,18.33,18.13,21.97,653.597,65.360,0.92,42.1,1.61,431
EBOOT CNC,TX-EBOOT,2026-03-12T10:03:14.187Z,395.2,403.7,403.0,19.90,15.38,15.01,20.12,617.422,61.742,0.90,51.9,2.12,483
SARA Mill,TX-SARA,2026-03-12T10:03:14.187Z,396.4,402.1,400.0,19.17,19.15,18.62,22.75,684.440,68.444,0.94,53.4,0.46,417
Compressor Array,D-003,2026-03-12T10:03:14.187Z,397.4,398.2,403.6,18.18,15.43,16.23,19.92,578.114,57.811,0.90,42.8,0.78,440
